sample,total_count,population,count,percentage
sample09437,92655,nk_cell,9992,10.78
sample09438,111321,b_cell,9552,8.58
sample09438,111321,cd4_t_cell,36662,32.93
sample09438,111321,cd8_t_cell,32100,28.84
sample09438,111321,monocyte,15272,13.72
sample09438,111321,nk_cell,17735,15.93
sample09439,93233,b_cell,9710,10.41
sample09439,93233,cd4_t_cell,29118,31.23
sample09439,93233,cd8_t_cell,25758,27.63
sample09439,93233,monocyte,15412,16.53
sample09439,93233,nk_cell,13235,14.2
sample09440,100807,b_cell,11289,11.2
sample09440,100807,cd4_t_cell,30540,30.3
sample09440,100807,cd8_t_cell,26415,26.2
sample09440,100807,monocyte,16395,16.26
sample09440,100807,nk_cell,16168,16.04
sample09441,105526,b_cell,4103,3.89
sample09441,105526,cd4_t_cell,26574,25.18
sample09441,105526,cd8_t_cell,32189,30.5
sample09441,105526,monocyte,16970,16.08
sample09441,105526,nk_cell,25690,24.34
sample09442,96139,b_cell,9756,10.15
sample09442,96139,cd4_t_cell,29698,30.89
sample09442,96139,cd8_t_cell,29493,30.68
sample09442,96139,monocyte,20022,20.83
sample09442,96139,nk_cell,7170,7.46
sample09443,103353,b_cell,14713,14.24
sample09443,103353,cd4_t_cell,29870,28.9
sample09443,103353,cd8_t_cell,26294,25.44
sample09443,103353,monocyte,14076,13.62
sample09443,103353,nk_cell,18400,17.8
sample09444,107318,b_cell,7334,6.83
sample09444,107318,cd4_t_cell,28423,26.48
sample09444,107318,cd8_t_cell,28119,26.2
sample09444,107318,monocyte,28092,26.18
sample09444,107318,nk_cell,15350,14.3
sample09445,98154,b_cell,6183,6.3
sample09445,98154,cd4_t_cell,26253,26.75
sample09445,98154,cd8_t_cell,30168,30.74
sample09445,98154,monocyte,23023,23.46
sample09445,98154,nk_cell,12527,12.76
sample09446,98421,b_cell,8252,8.38
sample09446,98421,cd4_t_cell,30477,30.97
sample09446,98421,cd8_t_cell,22955,23.32
sample09446,98421,monocyte,18100,18.39
sample09446,98421,nk_cell,18637,18.94
sample09447,95894,b_cell,8053,8.4
sample09447,95894,cd4_t_cell,25669,26.77
sample09447,95894,cd8_t_cell,24481,25.53
sample09447,95894,monocyte,22581,23.55
sample09447,95894,nk_cell,15110,15.76
sample09448,102792,b_cell,9311,9.06
sample09448,102792,cd4_t_cell,37140,36.13
sample09448,102792,cd8_t_cell,27689,26.94
sample09448,102792,monocyte,17414,16.94
sample09448,102792,nk_cell,11238,10.93
sample09449,103081,b_cell,12723,12.34
sample09449,103081,cd4_t_cell,27379,26.56
sample09449,103081,cd8_t_cell,25519,24.76
sample09449,103081,monocyte,21526,20.88
sample09449,103081,nk_cell,15934,15.46
sample09450,94727,b_cell,5826,6.15
sample09450,94727,cd4_t_cell,35787,37.78
sample09450,94727,cd8_t_cell,26642,28.13
sample09450,94727,monocyte,15545,16.41
sample09450,94727,nk_cell,10927,11.54
sample09451,94610,b_cell,6355,6.72
sample09451,94610,cd4_t_cell,26809,28.34
sample09451,94610,cd8_t_cell,23127,24.44
sample09451,94610,monocyte,27050,28.59
sample09451,94610,nk_cell,11269,11.91
sample09452,92876,b_cell,2690,2.9
sample09452,92876,cd4_t_cell,40918,44.06
sample09452,92876,cd8_t_cell,15107,16.27
sample09452,92876,monocyte,18888,20.34
sample09452,92876,nk_cell,15273,16.44
sample09453,95548,b_cell,12458,13.04
sample09453,95548,cd4_t_cell,26035,27.25
sample09453,95548,cd8_t_cell,28556,29.89
sample09453,95548,monocyte,17223,18.03
sample09453,95548,nk_cell,11276,11.8
sample09454,104505,b_cell,9360,8.96
sample09454,104505,cd4_t_cell,34992,33.48
sample09454,104505,cd8_t_cell,24238,23.19
sample09454,104505,monocyte,20459,19.58
sample09454,104505,nk_cell,15456,14.79
sample09455,97179,b_cell,8204,8.44
sample09455,97179,cd4_t_cell,33923,34.91
sample09455,97179,cd8_t_cell,20094,20.68
sample09455,97179,monocyte,23239,23.91
sample09455,97179,nk_cell,11719,12.06
sample09456,98365,b_cell,10853,11.03
sample09456,98365,cd4_t_cell,35622,36.21
sample09456,98365,cd8_t_cell,24292,24.7
sample09456,98365,monocyte,19673,20.0
sample09456,98365,nk_cell,7925,8.06
sample09457,100267,b_cell,16753,16.71
sample09457,100267,cd4_t_cell,26320,26.25
sample09457,100267,cd8_t_cell,26379,26.31
sample09457,100267,monocyte,17142,17.1
sample09457,100267,nk_cell,13673,13.64
sample09458,95205,b_cell,8671,9.11
sample09458,95205,cd4_t_cell,24034,25.24
sample09458,95205,cd8_t_cell,30613,32.15
sample09458,95205,monocyte,25037,26.3
sample09458,95205,nk_cell,6850,7.2
sample09459,103625,b_cell,11368,10.97
sample09459,103625,cd4_t_cell,29716,28.68
sample09459,103625,cd8_t_cell,26358,25.44
sample09459,103625,monocyte,20415,19.7
sample09459,103625,nk_cell,15768,15.22
sample09460,109712,b_cell,10833,9.87
sample09460,109712,cd4_t_cell,31819,29.0
sample09460,109712,cd8_t_cell,21855,19.92
sample09460,109712,monocyte,21640,19.72
sample09460,109712,nk_cell,23565,21.48
sample09461,101217,b_cell,14531,14.36
sample09461,101217,cd4_t_cell,25956,25.64
sample09461,101217,cd8_t_cell,29325,28.97
sample09461,101217,monocyte,14437,14.26
sample09461,101217,nk_cell,16968,16.76
sample09462,87558,b_cell,12439,14.21
sample09462,87558,cd4_t_cell,21744,24.83
sample09462,87558,cd8_t_cell,19520,22.29
sample09462,87558,monocyte,25185,28.76
sample09462,87558,nk_cell,8670,9.9
sample09463,107998,b_cell,9173,8.49
sample09463,107998,cd4_t_cell,46379,42.94
sample09463,107998,cd8_t_cell,19338,17.91
sample09463,107998,monocyte,18424,17.06
sample09463,107998,nk_cell,14684,13.6
sample09464,104270,b_cell,12933,12.4
sample09464,104270,cd4_t_cell,32805,31.46
sample09464,104270,cd8_t_cell,21546,20.66
sample09464,104270,monocyte,21012,20.15
sample09464,104270,nk_cell,15974,15.32
sample09465,113599,b_cell,11894,10.47
sample09465,113599,cd4_t_cell,42142,37.1
sample09465,113599,cd8_t_cell,29609,26.06
sample09465,113599,monocyte,12730,11.21
sample09465,113599,nk_cell,17224,15.16
sample09466,108969,b_cell,7220,6.63
sample09466,108969,cd4_t_cell,35577,32.65
sample09466,108969,cd8_t_cell,27310,25.06
sample09466,108969,monocyte,25162,23.09
sample09466,108969,nk_cell,13700,12.57
sample09467,110231,b_cell,2190,1.99
sample09467,110231,cd4_t_cell,45483,41.26
sample09467,110231,cd8_t_cell,27502,24.95
sample09467,110231,monocyte,19543,17.73
sample09467,110231,nk_cell,15513,14.07
sample09468,99283,b_cell,7021,7.07
sample09468,99283,cd4_t_cell,33234,33.47
sample09468,99283,cd8_t_cell,19484,19.62
sample09468,99283,monocyte,13885,13.99
sample09468,99283,nk_cell,25659,25.84
sample09469,95479,b_cell,11889,12.45
sample09469,95479,cd4_t_cell,26329,27.58
sample09469,95479,cd8_t_cell,23114,24.21
sample09469,95479,monocyte,16472,17.25
sample09469,95479,nk_cell,17675,18.51
sample09470,109864,b_cell,6586,5.99
sample09470,109864,cd4_t_cell,36549,33.27
sample09470,109864,cd8_t_cell,20116,18.31
sample09470,109864,monocyte,17439,15.87
sample09470,109864,nk_cell,29174,26.55
sample09471,91203,b_cell,10307,11.3
sample09471,91203,cd4_t_cell,33783,37.04
sample09471,91203,cd8_t_cell,23382,25.64
sample09471,91203,monocyte,8988,9.85
sample09471,91203,nk_cell,14743,16.17
sample09472,90737,b_cell,16105,17.75
sample09472,90737,cd4_t_cell,27555,30.37
sample09472,90737,cd8_t_cell,17088,18.83
sample09472,90737,monocyte,17731,19.54
sample09472,90737,nk_cell,12258,13.51
sample09473,96257,b_cell,15034,15.62
sample09473,96257,cd4_t_cell,25800,26.8
sample09473,96257,cd8_t_cell,26524,27.56
sample09473,96257,monocyte,14541,15.11
sample09473,96257,nk_cell,14358,14.92
sample09474,107600,b_cell,8816,8.19
sample09474,107600,cd4_t_cell,39613,36.82
sample09474,107600,cd8_t_cell,26155,24.31
sample09474,107600,monocyte,18957,17.62
sample09474,107600,nk_cell,14059,13.07
sample09475,99954,b_cell,5288,5.29
sample09475,99954,cd4_t_cell,27506,27.52
sample09475,99954,cd8_t_cell,17664,17.67
sample09475,99954,monocyte,17637,17.65
sample09475,99954,nk_cell,31859,31.87
sample09476,90205,b_cell,8121,9.0
sample09476,90205,cd4_t_cell,21295,23.61
sample09476,90205,cd8_t_cell,27452,30.43
sample09476,90205,monocyte,16751,18.57
sample09476,90205,nk_cell,16586,18.39
sample09477,99593,b_cell,8801,8.84
sample09477,99593,cd4_t_cell,28296,28.41
sample09477,99593,cd8_t_cell,25778,25.88
sample09477,99593,monocyte,24603,24.7
sample09477,99593,nk_cell,12115,12.16
sample09478,96193,b_cell,16176,16.82
sample09478,96193,cd4_t_cell,22062,22.94
sample09478,96193,cd8_t_cell,23618,24.55
sample09478,96193,monocyte,15229,15.83
sample09478,96193,nk_cell,19108,19.86
sample09479,91143,b_cell,9430,10.35
sample09479,91143,cd4_t_cell,28055,30.78
sample09479,91143,cd8_t_cell,24926,27.35
sample09479,91143,monocyte,17228,18.9
sample09479,91143,nk_cell,11504,12.62
sample09480,106148,b_cell,12640,11.91
sample09480,106148,cd4_t_cell,26878,25.32
sample09480,106148,cd8_t_cell,27115,25.54
sample09480,106148,monocyte,23333,21.98
sample09480,106148,nk_cell,16182,15.24
sample09481,93473,b_cell,9084,9.72
sample09481,93473,cd4_t_cell,31017,33.18
sample09481,93473,cd8_t_cell,21158,22.64
sample09481,93473,monocyte,18231,19.5
sample09481,93473,nk_cell,13983,14.96
sample09482,101487,b_cell,7177,7.07
sample09482,101487,cd4_t_cell,33726,33.23
sample09482,101487,cd8_t_cell,19229,18.95
sample09482,101487,monocyte,21874,21.55
sample09482,101487,nk_cell,19481,19.2
sample09483,98796,b_cell,11113,11.25
sample09483,98796,cd4_t_cell,30723,31.1
sample09483,98796,cd8_t_cell,23676,23.96
sample09483,98796,monocyte,17836,18.05
sample09483,98796,nk_cell,15448,15.64
sample09484,104821,b_cell,11809,11.27
sample09484,104821,cd4_t_cell,35890,34.24
sample09484,104821,cd8_t_cell,31690,30.23
sample09484,104821,monocyte,16281,15.53
sample09484,104821,nk_cell,9151,8.73
sample09485,89487,b_cell,6906,7.72
sample09485,89487,cd4_t_cell,28358,31.69
sample09485,89487,cd8_t_cell,25586,28.59
sample09485,89487,monocyte,18742,20.94
sample09485,89487,nk_cell,9895,11.06
sample09486,98707,b_cell,3449,3.49
sample09486,98707,cd4_t_cell,28933,29.31
sample09486,98707,cd8_t_cell,19210,19.46
sample09486,98707,monocyte,29167,29.55
sample09486,98707,nk_cell,17948,18.18
sample09487,111011,b_cell,7506,6.76
sample09487,111011,cd4_t_cell,46772,42.13
sample09487,111011,cd8_t_cell,24509,22.08
sample09487,111011,monocyte,14905,13.43
sample09487,111011,nk_cell,17319,15.6
sample09488,108066,b_cell,6970,6.45
sample09488,108066,cd4_t_cell,29237,27.05
sample09488,108066,cd8_t_cell,29855,27.63
sample09488,108066,monocyte,30265,28.01
sample09488,108066,nk_cell,11739,10.86
sample09489,99158,b_cell,11091,11.19
sample09489,99158,cd4_t_cell,33915,34.2
sample09489,99158,cd8_t_cell,27100,27.33
sample09489,99158,monocyte,16092,16.23
sample09489,99158,nk_cell,10960,11.05
sample09490,98337,b_cell,3647,3.71
sample09490,98337,cd4_t_cell,27411,27.87
sample09490,98337,cd8_t_cell,26415,26.86
sample09490,98337,monocyte,27312,27.77
sample09490,98337,nk_cell,13552,13.78
sample09491,100726,b_cell,7675,7.62
sample09491,100726,cd4_t_cell,34920,34.67
sample09491,100726,cd8_t_cell,25757,25.57
sample09491,100726,monocyte,13906,13.81
sample09491,100726,nk_cell,18468,18.33
sample09492,95832,b_cell,8607,8.98
sample09492,95832,cd4_t_cell,24756,25.83
sample09492,95832,cd8_t_cell,29491,30.77
sample09492,95832,monocyte,17457,18.22
sample09492,95832,nk_cell,15521,16.2
sample09493,92409,b_cell,7083,7.66
sample09493,92409,cd4_t_cell,22474,24.32
sample09493,92409,cd8_t_cell,25716,27.83
sample09493,92409,monocyte,28242,30.56
sample09493,92409,nk_cell,8894,9.62
sample09494,99359,b_cell,10310,10.38
sample09494,99359,cd4_t_cell,28716,28.9
sample09494,99359,cd8_t_cell,23639,23.79
sample09494,99359,monocyte,20048,20.18
sample09494,99359,nk_cell,16646,16.75
sample09495,99837,b_cell,12616,12.64
sample09495,99837,cd4_t_cell,23468,23.51
sample09495,99837,cd8_t_cell,26070,26.11
sample09495,99837,monocyte,15624,15.65
sample09495,99837,nk_cell,22059,22.1
sample09496,104305,b_cell,10973,10.52
sample09496,104305,cd4_t_cell,30835,29.56
sample09496,104305,cd8_t_cell,19661,18.85
sample09496,104305,monocyte,25252,24.21
sample09496,104305,nk_cell,17584,16.86
sample09497,110268,b_cell,9406,8.53
sample09497,110268,cd4_t_cell,38122,34.57
sample09497,110268,cd8_t_cell,27478,24.92
sample09497,110268,monocyte,16300,14.78
sample09497,110268,nk_cell,18962,17.2
sample09498,102597,b_cell,5159,5.03
sample09498,102597,cd4_t_cell,32673,31.85
sample09498,102597,cd8_t_cell,25516,24.87
sample09498,102597,monocyte,21325,20.79
sample09498,102597,nk_cell,17924,17.47
sample09499,111284,b_cell,9965,8.95
sample09499,111284,cd4_t_cell,38613,34.7
sample09499,111284,cd8_t_cell,23923,21.5
sample09499,111284,monocyte,23537,21.15
sample09499,111284,nk_cell,15246,13.7
sample09500,101801,b_cell,11478,11.27
sample09500,101801,cd4_t_cell,25469,25.02
sample09500,101801,cd8_t_cell,26607,26.14
sample09500,101801,monocyte,22324,21.93
sample09500,101801,nk_cell,15923,15.64
sample09501,108651,b_cell,8625,7.94
sample09501,108651,cd4_t_cell,30393,27.97
sample09501,108651,cd8_t_cell,31128,28.65
sample09501,108651,monocyte,21441,19.73
sample09501,108651,nk_cell,17064,15.71
sample09502,95271,b_cell,9031,9.48
sample09502,95271,cd4_t_cell,26391,27.7
sample09502,95271,cd8_t_cell,24562,25.78
sample09502,95271,monocyte,20133,21.13
sample09502,95271,nk_cell,15154,15.91
sample09503,100530,b_cell,9900,9.85
sample09503,100530,cd4_t_cell,28142,27.99
sample09503,100530,cd8_t_cell,31718,31.55
sample09503,100530,monocyte,16839,16.75
sample09503,100530,nk_cell,13931,13.86
sample09504,103749,b_cell,5576,5.37
sample09504,103749,cd4_t_cell,36186,34.88
sample09504,103749,cd8_t_cell,28743,27.7
sample09504,103749,monocyte,22386,21.58
sample09504,103749,nk_cell,10858,10.47
sample09505,111765,b_cell,8582,7.68
sample09505,111765,cd4_t_cell,28639,25.62
sample09505,111765,cd8_t_cell,29988,26.83
sample09505,111765,monocyte,27405,24.52
sample09505,111765,nk_cell,17151,15.35
sample09506,96007,b_cell,13848,14.42
sample09506,96007,cd4_t_cell,25208,26.26
sample09506,96007,cd8_t_cell,22920,23.87
sample09506,96007,monocyte,18854,19.64
sample09506,96007,nk_cell,15177,15.81
sample09507,98573,b_cell,6796,6.89
sample09507,98573,cd4_t_cell,32982,33.46
sample09507,98573,cd8_t_cell,21894,22.21
sample09507,98573,monocyte,24917,25.28
sample09507,98573,nk_cell,11984,12.16
sample09508,105868,b_cell,13558,12.81
sample09508,105868,cd4_t_cell,30485,28.8
sample09508,105868,cd8_t_cell,31486,29.74
sample09508,105868,monocyte,15327,14.48
sample09508,105868,nk_cell,15012,14.18
sample09509,95456,b_cell,9781,10.25
sample09509,95456,cd4_t_cell,24043,25.19
sample09509,95456,cd8_t_cell,27628,28.94
sample09509,95456,monocyte,22344,23.41
sample09509,95456,nk_cell,11660,12.22
sample09510,100617,b_cell,9289,9.23
sample09510,100617,cd4_t_cell,32869,32.67
sample09510,100617,cd8_t_cell,33185,32.98
sample09510,100617,monocyte,15651,15.56
sample09510,100617,nk_cell,9623,9.56
sample09511,102362,b_cell,7567,7.39
sample09511,102362,cd4_t_cell,33088,32.32
sample09511,102362,cd8_t_cell,28947,28.28
sample09511,102362,monocyte,22060,21.55
sample09511,102362,nk_cell,10700,10.45
sample09512,97682,b_cell,8147,8.34
sample09512,97682,cd4_t_cell,25779,26.39
sample09512,97682,cd8_t_cell,26131,26.75
sample09512,97682,monocyte,24816,25.4
sample09512,97682,nk_cell,12809,13.11
sample09513,93793,b_cell,11199,11.94
sample09513,93793,cd4_t_cell,21599,23.03
sample09513,93793,cd8_t_cell,25661,27.36
sample09513,93793,monocyte,16449,17.54
sample09513,93793,nk_cell,18885,20.13
sample09514,95827,b_cell,11391,11.89
sample09514,95827,cd4_t_cell,28109,29.33
sample09514,95827,cd8_t_cell,25584,26.7
sample09514,95827,monocyte,20149,21.03
sample09514,95827,nk_cell,10594,11.06
sample09515,97005,b_cell,3785,3.9
sample09515,97005,cd4_t_cell,31485,32.46
sample09515,97005,cd8_t_cell,28732,29.62
sample09515,97005,monocyte,17086,17.61
sample09515,97005,nk_cell,15917,16.41
sample09516,105480,b_cell,15693,14.88
sample09516,105480,cd4_t_cell,32760,31.06
sample09516,105480,cd8_t_cell,30250,28.68
sample09516,105480,monocyte,16518,15.66
sample09516,105480,nk_cell,10259,9.73
sample09517,108066,b_cell,6598,6.11
sample09517,108066,cd4_t_cell,34062,31.52
sample09517,108066,cd8_t_cell,20156,18.65
sample09517,108066,monocyte,32985,30.52
sample09517,108066,nk_cell,14265,13.2
sample09518,104851,b_cell,8086,7.71
sample09518,104851,cd4_t_cell,32029,30.55
sample09518,104851,cd8_t_cell,30486,29.08
sample09518,104851,monocyte,19236,18.35
sample09518,104851,nk_cell,15014,14.32
sample09519,108729,b_cell,10152,9.34
sample09519,108729,cd4_t_cell,28664,26.36
sample09519,108729,cd8_t_cell,30967,28.48
sample09519,108729,monocyte,24716,22.73
sample09519,108729,nk_cell,14230,13.09
sample09520,107737,b_cell,6851,6.36
sample09520,107737,cd4_t_cell,38560,35.79
sample09520,107737,cd8_t_cell,20792,19.3
sample09520,107737,monocyte,22826,21.19
sample09520,107737,nk_cell,18708,17.36
sample09521,102947,b_cell,10859,10.55
sample09521,102947,cd4_t_cell,28135,27.33
sample09521,102947,cd8_t_cell,27392,26.61
sample09521,102947,monocyte,23342,22.67
sample09521,102947,nk_cell,13219,12.84
sample09522,103353,b_cell,13335,12.9
sample09522,103353,cd4_t_cell,24203,23.42
sample09522,103353,cd8_t_cell,31646,30.62
sample09522,103353,monocyte,19607,18.97
sample09522,103353,nk_cell,14562,14.09
sample09523,100109,b_cell,10707,10.7
sample09523,100109,cd4_t_cell,28674,28.64
sample09523,100109,cd8_t_cell,27873,27.84
sample09523,100109,monocyte,18417,18.4
sample09523,100109,nk_cell,14438,14.42
sample09524,107129,b_cell,12535,11.7
sample09524,107129,cd4_t_cell,24114,22.51
sample09524,107129,cd8_t_cell,34430,32.14
sample09524,107129,monocyte,22694,21.18
sample09524,107129,nk_cell,13356,12.47
sample09525,97955,b_cell,9843,10.05
sample09525,97955,cd4_t_cell,23810,24.31
sample09525,97955,cd8_t_cell,31290,31.94
sample09525,97955,monocyte,24536,25.05
sample09525,97955,nk_cell,8476,8.65
sample09526,107585,b_cell,10262,9.54
sample09526,107585,cd4_t_cell,33860,31.47
sample09526,107585,cd8_t_cell,29450,27.37
sample09526,107585,monocyte,17073,15.87
sample09526,107585,nk_cell,16940,15.75
sample09527,100521,b_cell,12126,12.06
sample09527,100521,cd4_t_cell,28466,28.32
sample09527,100521,cd8_t_cell,29683,29.53
sample09527,100521,monocyte,12003,11.94
sample09527,100521,nk_cell,18243,18.15
sample09528,94223,b_cell,12284,13.04
sample09528,94223,cd4_t_cell,24737,26.25
sample09528,94223,cd8_t_cell,24766,26.28
sample09528,94223,monocyte,15423,16.37
sample09528,94223,nk_cell,17013,18.06
sample09529,95778,b_cell,8876,9.27
sample09529,95778,cd4_t_cell,23820,24.87
sample09529,95778,cd8_t_cell,27110,28.31
sample09529,95778,monocyte,22180,23.16
sample09529,95778,nk_cell,13792,14.4
sample09530,104518,b_cell,7244,6.93
sample09530,104518,cd4_t_cell,35008,33.49
sample09530,104518,cd8_t_cell,25949,24.83
sample09530,104518,monocyte,20154,19.28
sample09530,104518,nk_cell,16163,15.46
sample09531,97137,b_cell,7942,8.18
sample09531,97137,cd4_t_cell,37189,38.29
sample09531,97137,cd8_t_cell,23508,24.2
sample09531,97137,monocyte,17596,18.11
sample09531,97137,nk_cell,10902,11.22
sample09532,108250,b_cell,6387,5.9
sample09532,108250,cd4_t_cell,34860,32.2
sample09532,108250,cd8_t_cell,32494,30.02
sample09532,108250,monocyte,19448,17.97
sample09532,108250,nk_cell,15061,13.91
sample09533,92735,b_cell,17747,19.14
sample09533,92735,cd4_t_cell,26219,28.27
sample09533,92735,cd8_t_cell,25244,27.22
sample09533,92735,monocyte,13225,14.26
sample09533,92735,nk_cell,10300,11.11
sample09534,97758,b_cell,9259,9.47
sample09534,97758,cd4_t_cell,26701,27.31
sample09534,97758,cd8_t_cell,30589,31.29
sample09534,97758,monocyte,14485,14.82
sample09534,97758,nk_cell,16724,17.11
sample09535,95074,b_cell,4885,5.14
sample09535,95074,cd4_t_cell,25481,26.8
sample09535,95074,cd8_t_cell,25771,27.11
sample09535,95074,monocyte,24085,25.33
sample09535,95074,nk_cell,14852,15.62
sample09536,89924,b_cell,8387,9.33
sample09536,89924,cd4_t_cell,32578,36.23
sample09536,89924,cd8_t_cell,28884,32.12
sample09536,89924,monocyte,11001,12.23
sample09536,89924,nk_cell,9074,10.09
sample09537,112134,b_cell,12885,11.49
sample09537,112134,cd4_t_cell,25203,22.48
sample09537,112134,cd8_t_cell,37363,33.32
sample09537,112134,monocyte,21353,19.04
sample09537,112134,nk_cell,15330,13.67
sample09538,105961,b_cell,9727,9.18
sample09538,105961,cd4_t_cell,24872,23.47
sample09538,105961,cd8_t_cell,27060,25.54
sample09538,105961,monocyte,26061,24.59
sample09538,105961,nk_cell,18241,17.21
sample09539,103032,b_cell,14248,13.83
sample09539,103032,cd4_t_cell,31225,30.31
sample09539,103032,cd8_t_cell,17097,16.59
sample09539,103032,monocyte,22528,21.87
sample09539,103032,nk_cell,17934,17.41
sample09540,107150,b_cell,14073,13.13
sample09540,107150,cd4_t_cell,25871,24.14
sample09540,107150,cd8_t_cell,16929,15.8
sample09540,107150,monocyte,20719,19.34
sample09540,107150,nk_cell,29558,27.59
sample09541,95090,b_cell,5617,5.91
sample09541,95090,cd4_t_cell,26423,27.79
sample09541,95090,cd8_t_cell,26260,27.62
sample09541,95090,monocyte,18712,19.68
sample09541,95090,nk_cell,18078,19.01
sample09542,108903,b_cell,7508,6.89
sample09542,108903,cd4_t_cell,18996,17.44
sample09542,108903,cd8_t_cell,32694,30.02
sample09542,108903,monocyte,25987,23.86
sample09542,108903,nk_cell,23718,21.78
sample09543,97029,b_cell,5517,5.69
sample09543,97029,cd4_t_cell,33229,34.25
sample09543,97029,cd8_t_cell,28668,29.55
sample09543,97029,monocyte,15449,15.92
sample09543,97029,nk_cell,14166,14.6
sample09544,96859,b_cell,16831,17.38
sample09544,96859,cd4_t_cell,26949,27.82
sample09544,96859,cd8_t_cell,25497,26.32
sample09544,96859,monocyte,19463,20.09
sample09544,96859,nk_cell,8119,8.38
sample09545,91078,b_cell,7874,8.65
sample09545,91078,cd4_t_cell,29607,32.51
sample09545,91078,cd8_t_cell,21500,23.61
sample09545,91078,monocyte,13571,14.9
sample09545,91078,nk_cell,18526,20.34
sample09546,108849,b_cell,13751,12.63
sample09546,108849,cd4_t_cell,32751,30.09
sample09546,108849,cd8_t_cell,24963,22.93
sample09546,108849,monocyte,19458,17.88
sample09546,108849,nk_cell,17926,16.47
sample09547,101128,b_cell,7933,7.84
sample09547,101128,cd4_t_cell,23934,23.67
sample09547,101128,cd8_t_cell,27983,27.67
sample09547,101128,monocyte,25769,25.48
sample09547,101128,nk_cell,15509,15.34
sample09548,98015,b_cell,7064,7.21
sample09548,98015,cd4_t_cell,30016,30.62
sample09548,98015,cd8_t_cell,23670,24.15
sample09548,98015,monocyte,22980,23.45
sample09548,98015,nk_cell,14285,14.57
sample09549,98511,b_cell,8441,8.57
sample09549,98511,cd4_t_cell,31197,31.67
sample09549,98511,cd8_t_cell,28535,28.97
sample09549,98511,monocyte,18638,18.92
sample09549,98511,nk_cell,11700,11.88
sample09550,108567,b_cell,5526,5.09
sample09550,108567,cd4_t_cell,30957,28.51
sample09550,108567,cd8_t_cell,28225,26.0
sample09550,108567,monocyte,28557,26.3
sample09550,108567,nk_cell,15302,14.09
sample09551,104342,b_cell,12209,11.7
sample09551,104342,cd4_t_cell,23026,22.07
sample09551,104342,cd8_t_cell,29473,28.25
sample09551,104342,monocyte,23713,22.73
sample09551,104342,nk_cell,15921,15.26
sample09552,97374,b_cell,10868,11.16
sample09552,97374,cd4_t_cell,36147,37.12
sample09552,97374,cd8_t_cell,20518,21.07
sample09552,97374,monocyte,18317,18.81
sample09552,97374,nk_cell,11524,11.83
sample09553,101594,b_cell,12230,12.04
sample09553,101594,cd4_t_cell,27491,27.06
sample09553,101594,cd8_t_cell,25805,25.4
sample09553,101594,monocyte,16988,16.72
sample09553,101594,nk_cell,19080,18.78
sample09554,105456,b_cell,7753,7.35
sample09554,105456,cd4_t_cell,45518,43.16
sample09554,105456,cd8_t_cell,21266,20.17
sample09554,105456,monocyte,19352,18.35
sample09554,105456,nk_cell,11567,10.97
sample09555,101579,b_cell,13015,12.81
sample09555,101579,cd4_t_cell,28744,28.3
sample09555,101579,cd8_t_cell,27408,26.98
sample09555,101579,monocyte,23281,22.92
sample09555,101579,nk_cell,9131,8.99
sample09556,90501,b_cell,13365,14.77
sample09556,90501,cd4_t_cell,24412,26.97
sample09556,90501,cd8_t_cell,22438,24.79
sample09556,90501,monocyte,12399,13.7
sample09556,90501,nk_cell,17887,19.76
sample09557,97063,b_cell,9829,10.13
sample09557,97063,cd4_t_cell,31903,32.87
sample09557,97063,cd8_t_cell,21938,22.6
sample09557,97063,monocyte,22359,23.04
sample09557,97063,nk_cell,11034,11.37
sample09558,96179,b_cell,13510,14.05
sample09558,96179,cd4_t_cell,23693,24.63
sample09558,96179,cd8_t_cell,22535,23.43
sample09558,96179,monocyte,18417,19.15
sample09558,96179,nk_cell,18024,18.74
sample09559,92206,b_cell,13660,14.81
sample09559,92206,cd4_t_cell,23235,25.2
sample09559,92206,cd8_t_cell,23787,25.8
sample09559,92206,monocyte,22242,24.12
sample09559,92206,nk_cell,9282,10.07
sample09560,108838,b_cell,10273,9.44
sample09560,108838,cd4_t_cell,29714,27.3
sample09560,108838,cd8_t_cell,23385,21.49
sample09560,108838,monocyte,27595,25.35
sample09560,108838,nk_cell,17871,16.42
sample09561,105086,b_cell,8809,8.38
sample09561,105086,cd4_t_cell,25069,23.86
sample09561,105086,cd8_t_cell,36656,34.88
sample09561,105086,monocyte,19694,18.74
sample09561,105086,nk_cell,14858,14.14
sample09562,98016,b_cell,14988,15.29
sample09562,98016,cd4_t_cell,24988,25.49
sample09562,98016,cd8_t_cell,21446,21.88
sample09562,98016,monocyte,25504,26.02
sample09562,98016,nk_cell,11090,11.31
sample09563,98385,b_cell,7383,7.5
sample09563,98385,cd4_t_cell,29393,29.88
sample09563,98385,cd8_t_cell,25711,26.13
sample09563,98385,monocyte,23011,23.39
sample09563,98385,nk_cell,12887,13.1
sample09564,106076,b_cell,12223,11.52
sample09564,106076,cd4_t_cell,38206,36.02
sample09564,106076,cd8_t_cell,20516,19.34
sample09564,106076,monocyte,24610,23.2
sample09564,106076,nk_cell,10521,9.92
sample09565,88929,b_cell,7193,8.09
sample09565,88929,cd4_t_cell,27991,31.48
sample09565,88929,cd8_t_cell,27714,31.16
sample09565,88929,monocyte,12497,14.05
sample09565,88929,nk_cell,13534,15.22
